0.0000000000, 1.0000000000
0.3141592654, 0.9717119600
0.6283185307, 0.9534664294
0.9424777961, 0.9357000498
1.2566370614, 0.9165322923
1.5707963268, 0.8955737019
1.8849555922, 0.8729434078
2.1991148575, 0.8489399346
2.5132741229, 0.8239087522
2.8274333882, 0.7981859008
3.1415926536, 0.7720746156
3.4557519189, 0.7458372258
3.7699111843, 0.7196943118
4.0840704497, 0.6938272483
4.3982297150, 0.6683821828
4.7123889804, 0.6434744483
5.0265482457, 0.6191929048
5.3407075111, 0.5956039675
5.6548667765, 0.5727552190
5.9690260418, 0.5506785833
6.2831853072, 0.5293930739
6.5973445725, 0.5089071512
6.9115038379, 0.4892207286
7.2256631033, 0.4703268706
7.5398223686, 0.4522132217
7.8539816340, 0.4348632048
8.1681408993, 0.4182570208
8.4823001647, 0.4023724787
8.7964594301, 0.3871856821
9.1106186954, 0.3726715932
9.4247779608, 0.3588044943
9.7389372261, 0.3455583618
10.0530964915, 0.3329071673
10.3672557568, 0.3208251172
10.6814150222, 0.3092868416
10.9955742876, 0.2982675402
11.3097335529, 0.2877430926
11.6238928183, 0.2776901401
11.9380520836, 0.2680861423
12.2522113490, 0.2589094152
12.5663706144, 0.2501391526
12.8805298797, 0.2417554346
13.1946891451, 0.2337392262
13.5088484104, 0.2260723669
13.8230076758, 0.2187375551
14.1371669412, 0.2117183266
14.4513262065, 0.2049990298
14.7654854719, 0.1985647982
15.0796447372, 0.1924015213
15.3938040026, 0.1864958140
15.7079632679, 0.1808349859
16.0221225333, 0.1754070095
16.3362817987, 0.1702004898
16.6504410640, 0.1652046332
16.9646003294, 0.1604092182
17.2787595947, 0.1558045657
17.5929188601, 0.1513815114
17.9070781255, 0.1471313783
18.2212373908, 0.1430459508
18.5353966562, 0.1391174499
18.8495559215, 0.1353385094
19.1637151869, 0.1317021529
19.4778744523, 0.1282017727
19.7920337176, 0.1248311088
20.1061929830, 0.1215842302
20.4203522483, 0.1184555157
20.7345115137, 0.1154396374
21.0486707791, 0.1125315434
21.3628300444, 0.1097264429
21.6769893098, 0.1070197913
21.9911485751, 0.1044072765
22.3053078405, 0.1018848058
22.6194671058, 0.0994484935
22.9336263712, 0.0970946498
23.2477856366, 0.0948197693
23.5619449019, 0.0926205213
23.8761041673, 0.0904937397
24.1902634326, 0.0884364143
24.5044226980, 0.0864456818
24.8185819634, 0.0845188182
25.1327412287, 0.0826532311
25.4469004941, 0.0808464521
25.7610597594, 0.0790961307
26.0752190248, 0.0774000279
26.3893782902, 0.0757560097
26.7035375555, 0.0741620421
27.0176968209, 0.0726161854
27.3318560862, 0.0711165895
27.6460153516, 0.0696614890
27.9601746169, 0.0682491990
28.2743338823, 0.0668781105
28.5884931477, 0.0655466871
28.9026524130, 0.0642534608
29.2168116784, 0.0629970285
29.5309709437, 0.0617760492
29.8451302091, 0.0605892401
30.1592894745, 0.0594353744
30.4734487398, 0.0583132781
30.7876080052, 0.0572218276
31.1017672705, 0.0561599469
31.4159265359, 0.0551266055
31.7300858013, 0.0541208164
32.0442450666, 0.0531416335
32.3584043320, 0.0521881500
32.6725635973, 0.0512594963
32.9867228627, 0.0503548384
33.3008821281, 0.0494733761
33.6150413934, 0.0486143415
33.9292006588, 0.0477769975
34.2433599241, 0.0469606362
34.5575191895, 0.0461645777
34.8716784548, 0.0453881689
35.1858377202, 0.0446307819
35.4999969856, 0.0438918135
35.8141562509, 0.0431706834
36.1283155163, 0.0424668337
36.4424747816, 0.0417797274
36.7566340470, 0.0411088482
37.0707933124, 0.0404536987
37.3849525777, 0.0398138003
37.6991118431, 0.0391886921
38.0132711084, 0.0385779301
38.3274303738, 0.0379810865
38.6415896392, 0.0373977490
38.9557489045, 0.0368275203
39.2699081699, 0.0362700173
39.5840674352, 0.0357248704
39.8982267006, 0.0351917233
