0.0000000000, 0.1515688420
0.0000762939, 0.1515688313
0.0003051758, 0.1515686718
0.0006866455, 0.1515679804
0.0012207031, 0.1515661191
0.0019073486, 0.1515621945
0.0027465820, 0.1515550585
0.0037384033, 0.1515433085
0.0048828125, 0.1515252887
0.0061798096, 0.1514990913
0.0076293945, 0.1514625590
0.0092315674, 0.1514132887
0.0109863281, 0.1513486356
0.0128936768, 0.1512657204
0.0149536133, 0.1511614369
0.0171661377, 0.1510324630
0.0195312500, 0.1508752740
0.0220489502, 0.1506861586
0.0247192383, 0.1504612390
0.0275421143, 0.1501964938
0.0305175781, 0.1498877858
0.0336456299, 0.1495308938
0.0369262695, 0.1491215489
0.0403594971, 0.1486554758
0.0439453125, 0.1481284391
0.0476837158, 0.1475362937
0.0515747070, 0.1468750413
0.0556182861, 0.1461408896
0.0598144531, 0.1453303172
0.0641632080, 0.1444401406
0.0686645508, 0.1434675839
0.0733184814, 0.1424103505
0.0781250000, 0.1412666944
0.0830841064, 0.1400354902
0.0881958008, 0.1387163002
0.0934600830, 0.1373094363
0.0988769531, 0.1358160158
0.1044464111, 0.1342380065
0.1101684570, 0.1325782624
0.1160430908, 0.1308405444
0.1220703125, 0.1290295264
0.1282501221, 0.1271507835
0.1345825195, 0.1252107621
0.1410675049, 0.1232167283
0.1477050781, 0.1211766976
0.1544952393, 0.1190993418
0.1614379883, 0.1169938772
0.1685333252, 0.1148699328
0.1757812500, 0.1127374024
0.1831817627, 0.1106062824
0.1907348633, 0.1084865002
0.1984405518, 0.1063877354
0.2062988281, 0.1043192415
0.2143096924, 0.1022896709
0.2224731445, 0.1003069102
0.2307891846, 0.0983779305
0.2392578125, 0.0965086586
0.2478790283, 0.0947038727
0.2566528320, 0.0929671276
0.2655792236, 0.0913007118
0.2746582031, 0.0897056378
0.2838897705, 0.0881816666
0.2932739258, 0.0867273656
0.3028106689, 0.0853401963
0.3125000000, 0.0840166296
0.3223419189, 0.0827522835
0.3323364258, 0.0815420771
0.3424835205, 0.0803803958
0.3527832031, 0.0792612601
0.3632354736, 0.0781784928
0.3738403320, 0.0771258783
0.3845977783, 0.0760973086
0.3955078125, 0.0750869120
0.4065704346, 0.0740891620
0.4177856445, 0.0730989638
0.4291534424, 0.0721117172
0.4406738281, 0.0711233583
0.4523468018, 0.0701303798
0.4641723633, 0.0691298327
0.4761505127, 0.0681193118
0.4882812500, 0.0670969299
0.5005645752, 0.0660612810
0.5130004883, 0.0650113989
0.5255889893, 0.0639467115
0.5383300781, 0.0628669949
0.5512237549, 0.0617723282
0.5642700195, 0.0606630516
0.5774688721, 0.0595397283
0.5908203125, 0.0584031096
0.6043243408, 0.0572541060
0.6179809570, 0.0560937618
0.6317901611, 0.0549232334
0.6457519531, 0.0537437726
0.6598663330, 0.0525567110
0.6741333008, 0.0513634485
0.6885528564, 0.0501654432
0.7031250000, 0.0489642021
0.7178497314, 0.0477612741
0.7327270508, 0.0465582428
0.7477569580, 0.0453567204
0.7629394531, 0.0441583411
0.7782745361, 0.0429647557
0.7937622070, 0.0417776254
0.8094024658, 0.0405986158
0.8251953125, 0.0394293913
0.8411407471, 0.0382716089
0.8572387695, 0.0371269121
0.8734893799, 0.0359969251
0.8898925781, 0.0348832469
0.9064483643, 0.0337874448
0.9231567383, 0.0327110494
0.9400177002, 0.0316555480
0.9570312500, 0.0306223796
0.9741973877, 0.0296129296
0.9915161133, 0.0286285241
1.0089874268, 0.0276704258
1.0266113281, 0.0267398289
1.0443878174, 0.0258378554
1.0623168945, 0.0249655510
1.0803985596, 0.0241238822
1.0986328125, 0.0233137329
1.1170196533, 0.0225359024
1.1355590820, 0.0217911032
1.1542510986, 0.0210799598
1.1730957031, 0.0204030079
1.1920928955, 0.0197606938
1.2112426758, 0.0191533748
1.2305450439, 0.0185813198
1.2500000000, 0.0180447107
1.2696075439, 0.0175436441
1.2893676758, 0.0170781337
1.3092803955, 0.0166481128
1.3293457031, 0.0162534379
1.3495635986, 0.0158938922
1.3699340820, 0.0155691894
1.3904571533, 0.0152789787
1.4111328125, 0.0150228491
1.4319610596, 0.0148003344
1.4529418945, 0.0146109190
1.4740753174, 0.0144540429
1.4953613281, 0.0143291072
1.5167999268, 0.0142354805
1.5383911133, 0.0141725039
1.5601348877, 0.0141394975
1.5820312500, 0.0141357656
1.6040802002, 0.0141606026
1.6262817383, 0.0142132987
1.6486358643, 0.0142931452
1.6711425781, 0.0143994395
1.6938018799, 0.0145314904
1.7166137695, 0.0146886227
1.7395782471, 0.0148701818
1.7626953125, 0.0150755375
1.7859649658, 0.0153040883
1.8093872070, 0.0155552644
1.8329620361, 0.0158285313
1.8566894531, 0.0161233926
1.8805694580, 0.0164393919
1.9046020508, 0.0167761159
1.9287872314, 0.0171331953
1.9531250000, 0.0175103069
1.9776153564, 0.0179071742
2.0022583008, 0.0183235688
2.0270538330, 0.0187593107
2.0520019531, 0.0192142686
2.0771026611, 0.0196883601
2.1023559570, 0.0201815512
2.1277618408, 0.0206938564
2.1533203125, 0.0212253377
2.1790313721, 0.0217761042
2.2048950195, 0.0223463107
2.2309112549, 0.0229361575
2.2570800781, 0.0235458883
2.2834014893, 0.0241757898
2.3098754883, 0.0248261896
2.3365020752, 0.0254974553
2.3632812500, 0.0261899928
2.3902130127, 0.0269042448
2.4172973633, 0.0276406888
2.4445343018, 0.0283998358
2.4719238281, 0.0291822283
2.4994659424, 0.0299884384
2.5271606445, 0.0308190659
2.5550079346, 0.0316747361
2.5830078125, 0.0325560979
2.6111602783, 0.0334638212
2.6394653320, 0.0343985947
2.6679229736, 0.0353611231
2.6965332031, 0.0363521249
2.7252960205, 0.0373723288
2.7542114258, 0.0384224711
2.7832794189, 0.0395032923
2.8125000000, 0.0406155334
2.8418731689, 0.0417599324
2.8713989258, 0.0429372201
2.9010772705, 0.0441481158
2.9309082031, 0.0453933232
2.9608917236, 0.0466735247
2.9910278320, 0.0479893773
3.0213165283, 0.0493415066
3.0517578125, 0.0507305013
3.0823516846, 0.0521569072
3.1130981445, 0.0536212213
3.1439971924, 0.0551238850
3.1750488281, 0.0566652777
3.2062530518, 0.0582457101
3.2376098633, 0.0598654169
3.2691192627, 0.0615245496
3.3007812500, 0.0632231700
3.3325958252, 0.0649612421
3.3645629883, 0.0667386255
3.3966827393, 0.0685550684
3.4289550781, 0.0704102000
3.4613800049, 0.0723035243
3.4939575195, 0.0742344139
3.5266876221, 0.0762021033
3.5595703125, 0.0782056840
3.5926055908, 0.0802440992
3.6257934570, 0.0823161395
3.6591339111, 0.0844204393
3.6926269531, 0.0865554744
3.7262725830, 0.0887195597
3.7600708008, 0.0909108484
3.7940216064, 0.0931273329
3.8281250000, 0.0953668456
3.8623809814, 0.0976270621
3.8967895508, 0.0999055048
3.9313507080, 0.1021995487
3.9660644531, 0.1045064283
4.0009307861, 0.1068232455
4.0359497070, 0.1091469797
4.0711212158, 0.1114744987
4.1064453125, 0.1138025718
4.1419219971, 0.1161278835
4.1775512695, 0.1184470492
4.2133331299, 0.1207566317
4.2492675781, 0.1230531592
4.2853546143, 0.1253331445
4.3215942383, 0.1275931046
4.3579864502, 0.1298295815
4.3945312500, 0.1320391638
4.4312286377, 0.1342185082
4.4680786133, 0.1363643613
